year,C1,C1_NM,C1_NM_ENG,total_population,child_population,working_age_population,older_population,older_share,working_age_share,child_share
2009,46770,고흥군,Goheung-gun,75127,7820,43747,23560,31.36,58.23,10.41
2010,46770,고흥군,Goheung-gun,73924,7340,42933,23651,31.99,58.08,9.93
2011,46770,고흥군,Goheung-gun,72607,6955,41949,23703,32.65,57.78,9.58
2012,46770,고흥군,Goheung-gun,71560,6558,40819,24183,33.79,57.04,9.16
2013,46770,고흥군,Goheung-gun,70631,6168,40008,24455,34.62,56.64,8.73
2014,46770,고흥군,Goheung-gun,69641,5747,39046,24848,35.68,56.07,8.25
2015,46770,고흥군,Goheung-gun,68601,5384,38115,25102,36.59,55.56,7.85
2016,46770,고흥군,Goheung-gun,67656,5097,37195,25364,37.49,54.98,7.53
2017,46770,고흥군,Goheung-gun,66736,4868,36372,25496,38.2,54.5,7.29
2018,46770,고흥군,Goheung-gun,65777,4638,35571,25568,38.87,54.08,7.05
2019,46770,고흥군,Goheung-gun,64913,4460,34647,25806,39.75,53.37,6.87
2020,46770,고흥군,Goheung-gun,63922,4356,33268,26298,41.14,52.04,6.81
2021,46770,고흥군,Goheung-gun,62762,4110,32145,26507,42.23,51.22,6.55
2022,46770,고흥군,Goheung-gun,61880,3843,31320,26717,43.18,50.61,6.21
2023,46770,고흥군,Goheung-gun,61113,3627,30425,27061,44.28,49.78,5.93
2024,46770,고흥군,Goheung-gun,60190,3436,29256,27498,45.69,48.61,5.71
2008,46780,보성군,Boseong-gun,50004,6087,29619,14298,28.59,59.23,12.17
2009,46780,보성군,Boseong-gun,49048,5753,28977,14318,29.19,59.08,11.73
2010,46780,보성군,Boseong-gun,48792,5553,28824,14415,29.54,59.08,11.38
2011,46780,보성군,Boseong-gun,47894,5330,28125,14439,30.15,58.72,11.13
2012,46780,보성군,Boseong-gun,47050,5059,27316,14675,31.19,58.06,10.75
2013,46780,보성군,Boseong-gun,46385,4742,26825,14818,31.95,57.83,10.22
2014,46780,보성군,Boseong-gun,45882,4488,26310,15084,32.88,57.34,9.78
2015,46780,보성군,Boseong-gun,45349,4217,25950,15182,33.48,57.22,9.3
2016,46780,보성군,Boseong-gun,44469,3916,25284,15269,34.34,56.86,8.81
2017,46780,보성군,Boseong-gun,43755,3718,24596,15441,35.29,56.21,8.5
2018,46780,보성군,Boseong-gun,42803,3434,23993,15376,35.92,56.05,8.02
2019,46780,보성군,Boseong-gun,41420,3130,22861,15429,37.25,55.19,7.56
2020,46780,보성군,Boseong-gun,40482,2944,21935,15603,38.54,54.18,7.27
2021,46780,보성군,Boseong-gun,39375,2708,20953,15714,39.91,53.21,6.88
2022,46780,보성군,Boseong-gun,38471,2457,20180,15834,41.16,52.46,6.39
2023,46780,보성군,Boseong-gun,37686,2325,19409,15952,42.33,51.5,6.17
2024,46780,보성군,Boseong-gun,37045,2222,18576,16247,43.86,50.14,6.0
2008,46790,화순군,Hwasun-gun,70327,12206,44430,13691,19.47,63.18,17.36
2009,46790,화순군,Hwasun-gun,69675,11506,44240,13929,19.99,63.49,16.51
2010,46790,화순군,Hwasun-gun,69368,11001,44224,14143,20.39,63.75,15.86
2011,46790,화순군,Hwasun-gun,68985,10463,44179,14343,20.79,64.04,15.17
2012,46790,화순군,Hwasun-gun,68378,9871,43845,14662,21.44,64.12,14.44
2013,46790,화순군,Hwasun-gun,67829,9293,43586,14950,22.04,64.26,13.7
2014,46790,화순군,Hwasun-gun,66772,8600,42985,15187,22.74,64.38,12.88
2015,46790,화순군,Hwasun-gun,65848,7844,42595,15409,23.4,64.69,11.91
2016,46790,화순군,Hwasun-gun,65303,7368,42419,15516,23.76,64.96,11.28
2017,46790,화순군,Hwasun-gun,64680,6978,41874,15828,24.47,64.74,10.79
2018,46790,화순군,Hwasun-gun,63933,6566,41371,15996,25.02,64.71,10.27
2019,46790,화순군,Hwasun-gun,62737,6224,40227,16286,25.96,64.12,9.92
2020,46790,화순군,Hwasun-gun,62522,6029,39702,16791,26.86,63.5,9.64
2021,46790,화순군,Hwasun-gun,62624,5814,39578,17232,27.52,63.2,9.28
2022,46790,화순군,Hwasun-gun,62024,5405,38938,17681,28.51,62.78,8.71
2023,46790,화순군,Hwasun-gun,61254,5081,37988,18185,29.69,62.02,8.29
2024,46790,화순군,Hwasun-gun,60735,4786,37173,18776,30.91,61.21,7.88
2008,46800,장흥군,Jangheung-gun,42783,5707,25414,11662,27.26,59.4,13.34
2009,46800,장흥군,Jangheung-gun,42097,5359,25010,11728,27.86,59.41,12.73
2010,46800,장흥군,Jangheung-gun,42394,5127,25335,11932,28.15,59.76,12.09
2011,46800,장흥군,Jangheung-gun,42552,4955,25609,11988,28.17,60.18,11.64
2012,46800,장흥군,Jangheung-gun,42672,4782,25679,12211,28.62,60.18,11.21
2013,46800,장흥군,Jangheung-gun,43004,4682,25980,12342,28.7,60.41,10.89
2014,46800,장흥군,Jangheung-gun,43190,4537,26147,12506,28.96,60.54,10.5
2015,46800,장흥군,Jangheung-gun,43513,4339,26533,12641,29.05,60.98,9.97
2016,46800,장흥군,Jangheung-gun,40669,3893,24166,12610,31.01,59.42,9.57
2017,46800,장흥군,Jangheung-gun,40136,3643,23811,12682,31.6,59.33,9.08
2018,46800,장흥군,Jangheung-gun,39312,3485,23216,12611,32.08,59.06,8.86
2019,46800,장흥군,Jangheung-gun,38563,3374,22469,12720,32.98,58.27,8.75
2020,46800,장흥군,Jangheung-gun,37800,3257,21615,12928,34.2,57.18,8.62
2021,46800,장흥군,Jangheung-gun,36547,3061,20464,13022,35.63,55.99,8.38
2022,46800,장흥군,Jangheung-gun,35650,2806,19783,13061,36.64,55.49,7.87
2023,46800,장흥군,Jangheung-gun,35046,2653,19129,13264,37.85,54.58,7.57
2024,46800,장흥군,Jangheung-gun,34451,2521,18451,13479,39.13,53.56,7.32
2008,46810,강진군,Gangjin-gun,41153,5614,24684,10855,26.38,59.98,13.64
2009,46810,강진군,Gangjin-gun,41164,5469,24706,10989,26.7,60.02,13.29
2010,46810,강진군,Gangjin-gun,41624,5510,25007,11107,26.68,60.08,13.24
2011,46810,강진군,Gangjin-gun,41599,5433,24984,11182,26.88,60.06,13.06
2012,46810,강진군,Gangjin-gun,40241,4868,24038,11335,28.17,59.74,12.1
2013,46810,강진군,Gangjin-gun,40079,4680,23917,11482,28.65,59.67,11.68
2014,46810,강진군,Gangjin-gun,39861,4511,23786,11564,29.01,59.67,11.32
2015,46810,강진군,Gangjin-gun,38758,4102,23000,11656,30.07,59.34,10.58
2016,46810,강진군,Gangjin-gun,37753,3847,22251,11655,30.87,58.94,10.19
2017,46810,강진군,Gangjin-gun,36868,3529,21566,11773,31.93,58.5,9.57
2018,46810,강진군,Gangjin-gun,36144,3306,21010,11828,32.72,58.13,9.15
2019,46810,강진군,Gangjin-gun,35286,3149,20254,11883,33.68,57.4,8.92
2020,46810,강진군,Gangjin-gun,34597,2967,19595,12035,34.79,56.64,8.58
2021,46810,강진군,Gangjin-gun,33753,2726,18896,12131,35.94,55.98,8.08
2022,46810,강진군,Gangjin-gun,33177,2546,18353,12278,37.01,55.32,7.67
2023,46810,강진군,Gangjin-gun,32722,2431,17786,12505,38.22,54.35,7.43
2024,46810,강진군,Gangjin-gun,32189,2395,17109,12685,39.41,53.15,7.44
2008,46820,해남군,Haenam-gun,81043,11054,50355,19634,24.23,62.13,13.64
2009,46820,해남군,Haenam-gun,81148,10694,50597,19857,24.47,62.35,13.18
2010,46820,해남군,Haenam-gun,79579,9986,49503,20090,25.25,62.21,12.55
2011,46820,해남군,Haenam-gun,78346,9548,48576,20222,25.81,62.0,12.19
2012,46820,해남군,Haenam-gun,78150,9541,48016,20593,26.35,61.44,12.21
2013,46820,해남군,Haenam-gun,77684,9280,47505,20899,26.9,61.15,11.95
2014,46820,해남군,Haenam-gun,76981,8986,46836,21159,27.49,60.84,11.67
2015,46820,해남군,Haenam-gun,76194,8652,46180,21362,28.04,60.61,11.36
2016,46820,해남군,Haenam-gun,75121,8229,45343,21549,28.69,60.36,10.95
2017,46820,해남군,Haenam-gun,73604,7785,43957,21862,29.7,59.72,10.58
2018,46820,해남군,Haenam-gun,71901,7307,42783,21811,30.33,59.5,10.16
2019,46820,해남군,Haenam-gun,70354,6869,41528,21957,31.21,59.03,9.76
2020,46820,해남군,Haenam-gun,68806,6466,40047,22293,32.4,58.2,9.4
2021,46820,해남군,Haenam-gun,67166,5971,38633,22562,33.59,57.52,8.89
2022,46820,해남군,Haenam-gun,65831,5592,37327,22912,34.8,56.7,8.49
2023,46820,해남군,Haenam-gun,64575,5191,36091,23293,36.07,55.89,8.04
2024,46820,해남군,Haenam-gun,63120,4812,34537,23771,37.66,54.72,7.62
2008,46830,영암군,Yeongam-gun,60106,10066,37855,12185,20.27,62.98,16.75
2009,46830,영암군,Yeongam-gun,59837,9539,37955,12343,20.63,63.43,15.94
2010,46830,영암군,Yeongam-gun,60082,9189,38318,12575,20.93,63.78,15.29
2011,46830,영암군,Yeongam-gun,60139,8997,38416,12726,21.16,63.88,14.96
2012,46830,영암군,Yeongam-gun,59997,8823,38180,12994,21.66,63.64,14.71
2013,46830,영암군,Yeongam-gun,59061,8377,37597,13087,22.16,63.66,14.18
2014,46830,영암군,Yeongam-gun,58852,8030,37507,13315,22.62,63.73,13.64
2015,46830,영암군,Yeongam-gun,58137,7641,37037,13459,23.15,63.71,13.14
2016,46830,영암군,Yeongam-gun,57045,7135,36336,13574,23.8,63.7,12.51
2017,46830,영암군,Yeongam-gun,55616,6598,35241,13777,24.77,63.36,11.86
2018,46830,영암군,Yeongam-gun,54731,6238,34658,13835,25.28,63.32,11.4
2019,46830,영암군,Yeongam-gun,54593,6027,34492,14074,25.78,63.18,11.04
2020,46830,영암군,Yeongam-gun,53699,5618,33681,14400,26.82,62.72,10.46
2021,46830,영암군,Yeongam-gun,52937,5267,33022,14648,27.67,62.38,9.95
2022,46830,영암군,Yeongam-gun,52395,4899,32567,14929,28.49,62.16,9.35
2023,46830,영암군,Yeongam-gun,52350,4644,32408,15298,29.22,61.91,8.87
2024,46830,영암군,Yeongam-gun,51391,4290,31459,15642,30.44,61.21,8.35
2008,46840,무안군,Muan-gun,66598,9932,43228,13438,20.18,64.91,14.91
2009,46840,무안군,Muan-gun,72417,11513,47025,13879,19.17,64.94,15.9
2010,46840,무안군,Muan-gun,74475,11646,48621,14208,19.08,65.28,15.64
2011,46840,무안군,Muan-gun,75718,11663,49573,14482,19.13,65.47,15.4
2012,46840,무안군,Muan-gun,75741,11469,49433,14839,19.59,65.27,15.14
2013,46840,무안군,Muan-gun,79367,12440,51665,15262,19.23,65.1,15.67
2014,46840,무안군,Muan-gun,81696,12829,53275,15592,19.09,65.21,15.7
2015,46840,무안군,Muan-gun,82236,12707,53654,15875,19.3,65.24,15.45
2016,46840,무안군,Muan-gun,82109,12392,53542,16175,19.7,65.21,15.09
2017,46840,무안군,Muan-gun,82872,12305,54100,16467,19.87,65.28,14.85
2018,46840,무안군,Muan-gun,81991,11943,53449,16599,20.24,65.19,14.57
2019,46840,무안군,Muan-gun,81105,11573,52674,16858,20.79,64.95,14.27
2020,46840,무안군,Muan-gun,86132,12655,55949,17528,20.35,64.96,14.69
2021,46840,무안군,Muan-gun,91107,13472,59649,17986,19.74,65.47,14.79
2022,46840,무안군,Muan-gun,90608,13049,59136,18423,20.33,65.27,14.4
2023,46840,무안군,Muan-gun,90296,12541,58755,19000,21.04,65.07,13.89
2024,46840,무안군,Muan-gun,92687,12798,60297,19592,21.14,65.05,13.81
2008,46860,함평군,Hampyeong-gun,37432,4438,22425,10569,28.24,59.91,11.86
2009,46860,함평군,Hampyeong-gun,37089,4217,22160,10712,28.88,59.75,11.37
2010,46860,함평군,Hampyeong-gun,36702,3953,21924,10825,29.49,59.74,10.77
2011,46860,함평군,Hampyeong-gun,36134,3722,21534,10878,30.1,59.59,10.3
2012,46860,함평군,Hampyeong-gun,35780,3575,21128,11077,30.96,59.05,9.99
2013,46860,함평군,Hampyeong-gun,35610,3409,21086,11115,31.21,59.21,9.57
2014,46860,함평군,Hampyeong-gun,35090,3264,20593,11233,32.01,58.69,9.3
2015,46860,함평군,Hampyeong-gun,34876,3159,20454,11263,32.29,58.65,9.06
2016,46860,함평군,Hampyeong-gun,34397,2972,20123,11302,32.86,58.5,8.64
2017,46860,함평군,Hampyeong-gun,34328,2882,19999,11447,33.35,58.26,8.4
2018,46860,함평군,Hampyeong-gun,33420,2616,19383,11421,34.17,58.0,7.83
2019,46860,함평군,Hampyeong-gun,32861,2418,18879,11564,35.19,57.45,7.36
2020,46860,함평군,Hampyeong-gun,32050,2301,18029,11720,36.57,56.25,7.18
2021,46860,함평군,Hampyeong-gun,31274,2161,17246,11867,37.95,55.14,6.91
2022,46860,함평군,Hampyeong-gun,30784,1994,16739,12051,39.15,54.38,6.48
2023,46860,함평군,Hampyeong-gun,30601,1875,16400,12326,40.28,53.59,6.13
2024,46860,함평군,Hampyeong-gun,30010,1784,15816,12410,41.35,52.7,5.94
2008,46870,영광군,Yeonggwang-gun,58075,8263,36887,12925,22.26,63.52,14.23
2009,46870,영광군,Yeonggwang-gun,57037,7798,36161,13078,22.93,63.4,13.67
2010,46870,영광군,Yeonggwang-gun,57362,7522,36521,13319,23.22,63.67,13.11
2011,46870,영광군,Yeonggwang-gun,56863,7248,36072,13543,23.82,63.44,12.75
2012,46870,영광군,Yeonggwang-gun,57224,7098,36161,13965,24.4,63.19,12.4
2013,46870,영광군,Yeonggwang-gun,57617,6902,36518,14197,24.64,63.38,11.98
2014,46870,영광군,Yeonggwang-gun,56833,6579,35761,14493,25.5,62.92,11.58
2015,46870,영광군,Yeonggwang-gun,56267,6366,35191,14710,26.14,62.54,11.31
2016,46870,영광군,Yeonggwang-gun,55618,6154,34691,14773,26.56,62.37,11.06
2017,46870,영광군,Yeonggwang-gun,54774,5853,33919,15002,27.39,61.93,10.69
2018,46870,영광군,Yeonggwang-gun,54127,5747,33335,15045,27.8,61.59,10.62
2019,46870,영광군,Yeonggwang-gun,53852,5791,32867,15194,28.21,61.03,10.75
2020,46870,영광군,Yeonggwang-gun,53099,5758,31853,15488,29.17,59.99,10.84
2021,46870,영광군,Yeonggwang-gun,51985,5617,30727,15641,30.09,59.11,10.81
2022,46870,영광군,Yeonggwang-gun,52197,5479,30719,15999,30.65,58.85,10.5
2023,46870,영광군,Yeonggwang-gun,51750,5281,30188,16281,31.46,58.33,10.2
2024,46870,영광군,Yeonggwang-gun,52098,5151,30270,16677,32.01,58.1,9.89
2008,46880,장성군,Jangseong-gun,46602,6288,29414,10900,23.39,63.12,13.49
2009,46880,장성군,Jangseong-gun,46214,6000,29098,11116,24.05,62.96,12.98
2010,46880,장성군,Jangseong-gun,46514,5815,29397,11302,24.3,63.2,12.5
2011,46880,장성군,Jangseong-gun,46245,5705,29067,11473,24.81,62.85,12.34
2012,46880,장성군,Jangseong-gun,46289,5550,28941,11798,25.49,62.52,11.99
2013,46880,장성군,Jangseong-gun,46292,5497,28749,12046,26.02,62.1,11.87
2014,46880,장성군,Jangseong-gun,46273,5382,28628,12263,26.5,61.87,11.63
2015,46880,장성군,Jangseong-gun,46360,5338,28577,12445,26.84,61.64,11.51
2016,46880,장성군,Jangseong-gun,46104,5186,28372,12546,27.21,61.54,11.25
2017,46880,장성군,Jangseong-gun,46111,5042,28264,12805,27.77,61.3,10.93
2018,46880,장성군,Jangseong-gun,45795,4867,27992,12936,28.25,61.12,10.63
2019,46880,장성군,Jangseong-gun,45739,4667,28005,13067,28.57,61.23,10.2
2020,46880,장성군,Jangseong-gun,44464,4331,26733,13400,30.14,60.12,9.74
2021,46880,장성군,Jangseong-gun,43365,4018,25811,13536,31.21,59.52,9.27
2022,46880,장성군,Jangseong-gun,43146,3727,25540,13879,32.17,59.19,8.64
2023,46880,장성군,Jangseong-gun,42543,3455,24945,14143,33.24,58.63,8.12
2024,46880,장성군,Jangseong-gun,42026,3305,24267,14454,34.39,57.74,7.86
2008,46890,완도군,Wando-gun,54999,7110,34083,13806,25.1,61.97,12.93
2009,46890,완도군,Wando-gun,54301,6798,33414,14089,25.95,61.53,12.52
2010,46890,완도군,Wando-gun,54269,6586,33354,14329,26.4,61.46,12.14
2011,46890,완도군,Wando-gun,54037,6465,33112,14460,26.76,61.28,11.96
2012,46890,완도군,Wando-gun,53871,6357,32763,14751,27.38,60.82,11.8
2013,46890,완도군,Wando-gun,53619,6132,32509,14978,27.93,60.63,11.44
2014,46890,완도군,Wando-gun,53174,5881,32044,15249,28.68,60.26,11.06
2015,46890,완도군,Wando-gun,53014,5713,31932,15369,28.99,60.23,10.78
2016,46890,완도군,Wando-gun,52668,5571,31474,15623,29.66,59.76,10.58
2017,46890,완도군,Wando-gun,52109,5405,30944,15760,30.24,59.38,10.37
2018,46890,완도군,Wando-gun,51477,5300,30443,15734,30.57,59.14,10.3
2019,46890,완도군,Wando-gun,50689,5062,29706,15921,31.41,58.6,9.99
2020,46890,완도군,Wando-gun,49916,4909,28763,16244,32.54,57.62,9.83
2021,46890,완도군,Wando-gun,48631,4606,27573,16452,33.83,56.7,9.47
2022,46890,완도군,Wando-gun,47597,4368,26685,16544,34.76,56.06,9.18
2023,46890,완도군,Wando-gun,46641,4114,25751,16776,35.97,55.21,8.82
2024,46890,완도군,Wando-gun,45631,3873,24678,17080,37.43,54.08,8.49
2008,46900,진도군,Jindo-gun,34412,4355,20697,9360,27.2,60.14,12.66
2009,46900,진도군,Jindo-gun,33931,4191,20298,9442,27.83,59.82,12.35
2010,46900,진도군,Jindo-gun,33743,4068,20070,9605,28.47,59.48,12.06
2011,46900,진도군,Jindo-gun,33502,3936,19898,9668,28.86,59.39,11.75
2012,46900,진도군,Jindo-gun,33208,3875,19537,9796,29.5,58.83,11.67
2013,46900,진도군,Jindo-gun,32998,3700,19410,9888,29.97,58.82,11.21
2014,46900,진도군,Jindo-gun,32746,3517,19276,9953,30.39,58.87,10.74
2015,46900,진도군,Jindo-gun,32476,3356,19004,10116,31.15,58.52,10.33
2016,46900,진도군,Jindo-gun,32078,3192,18781,10105,31.5,58.55,9.95
2017,46900,진도군,Jindo-gun,31765,3058,18516,10191,32.08,58.29,9.63
2018,46900,진도군,Jindo-gun,31219,2910,18198,10111,32.39,58.29,9.32
2019,46900,진도군,Jindo-gun,30715,2840,17790,10085,32.83,57.92,9.25
2020,46900,진도군,Jindo-gun,31227,2772,18130,10325,33.06,58.06,8.88
2021,46900,진도군,Jindo-gun,30066,2604,17057,10405,34.61,56.73,8.66
2022,46900,진도군,Jindo-gun,29507,2423,16544,10540,35.72,56.07,8.21
2023,46900,진도군,Jindo-gun,28979,2291,16009,10679,36.85,55.24,7.91
2024,46900,진도군,Jindo-gun,28478,2154,15579,10745,37.73,54.71,7.56
2008,46910,신안군,Sinan-gun,45718,4365,28746,12607,27.58,62.88,9.55
2009,46910,신안군,Sinan-gun,45294,4092,28547,12655,27.94,63.03,9.03
2010,46910,신안군,Sinan-gun,45428,3894,28672,12862,28.31,63.12,8.57
2011,46910,신안군,Sinan-gun,44355,3605,27771,12979,29.26,62.61,8.13
2012,46910,신안군,Sinan-gun,43898,3556,27054,13288,30.27,61.63,8.1
2013,46910,신안군,Sinan-gun,44162,3452,27272,13438,30.43,61.75,7.82
2014,46910,신안군,Sinan-gun,43747,3288,26832,13627,31.15,61.33,7.52
2015,46910,신안군,Sinan-gun,43294,3089,26467,13738,31.73,61.13,7.13
2016,46910,신안군,Sinan-gun,42652,2971,25870,13811,32.38,60.65,6.97
2017,46910,신안군,Sinan-gun,42070,2875,25171,14024,33.33,59.83,6.83
2018,46910,신안군,Sinan-gun,41263,2768,24537,13958,33.83,59.46,6.71
2019,46910,신안군,Sinan-gun,40274,2644,23558,14072,34.94,58.49,6.57
2020,46910,신안군,Sinan-gun,38938,2466,22181,14291,36.7,56.96,6.33
2021,46910,신안군,Sinan-gun,38217,2348,21458,14411,37.71,56.15,6.14
2022,46910,신안군,Sinan-gun,37858,2257,20946,14655,38.71,55.33,5.96
2023,46910,신안군,Sinan-gun,38037,2235,20888,14914,39.21,54.91,5.88
2024,46910,신안군,Sinan-gun,38173,2222,20659,15292,40.06,54.12,5.82
2008,47110,포항시,Pohang-si,508119,85484,375231,47404,9.33,73.85,16.82
2009,47110,포항시,Pohang-si,509475,82556,377536,49383,9.69,74.1,16.2
2010,47110,포항시,Pohang-si,514755,80291,383438,51026,9.91,74.49,15.6
2011,47110,포항시,Pohang-si,517088,78261,386185,52642,10.18,74.68,15.13
2012,47110,포항시,Pohang-si,518913,76255,387056,55602,10.72,74.59,14.7
2013,47110,포항시,Pohang-si,519467,74735,385986,58746,11.31,74.3,14.39
2014,47110,포항시,Pohang-si,519368,72947,384303,62118,11.96,73.99,14.05
2015,47110,포항시,Pohang-si,519584,70905,383465,65214,12.55,73.8,13.65
2016,47110,포항시,Pohang-si,516775,69305,379174,68296,13.22,73.37,13.41
2017,47110,포항시,Pohang-si,513832,67774,373106,72952,14.2,72.61,13.19
2018,47110,포항시,Pohang-si,510013,66108,366881,77024,15.1,71.94,12.96
2019,47110,포항시,Pohang-si,507025,64404,360620,82001,16.17,71.12,12.7
2020,47110,포항시,Pohang-si,502916,62658,352298,87960,17.49,70.05,12.46
2021,47110,포항시,Pohang-si,503852,60792,349583,93477,18.55,69.38,12.07
2022,47110,포항시,Pohang-si,496650,58206,339760,98684,19.87,68.41,11.72
2023,47110,포항시,Pohang-si,493033,55901,333080,104052,21.1,67.56,11.34
2024,47110,포항시,Pohang-si,491581,54162,327107,110312,22.44,66.54,11.02
2008,47111,남구,Nam-gu,253771,42778,189065,21928,8.64,74.5,16.86
2009,47111,남구,Nam-gu,252584,40883,188806,22895,9.06,74.75,16.19
2010,47111,남구,Nam-gu,254288,39704,190995,23589,9.28,75.11,15.61
2011,47111,남구,Nam-gu,252556,38024,190253,24279,9.61,75.33,15.06
2012,47111,남구,Nam-gu,251434,36652,189031,25751,10.24,75.18,14.58
2013,47111,남구,Nam-gu,249709,35518,186979,27212,10.9,74.88,14.22
2014,47111,남구,Nam-gu,247649,34335,184533,28781,11.62,74.51,13.86
2015,47111,남구,Nam-gu,246445,33350,183009,30086,12.21,74.26,13.53
2016,47111,남구,Nam-gu,244748,32603,180630,31515,12.88,73.8,13.32
2017,47111,남구,Nam-gu,242469,31794,176823,33852,13.96,72.93,13.11
2018,47111,남구,Nam-gu,239400,30744,172876,35780,14.95,72.21,12.84
2019,47111,남구,Nam-gu,235633,29421,168214,37998,16.13,71.39,12.49
2020,47111,남구,Nam-gu,230422,28000,161803,40619,17.63,70.22,12.15
2021,47111,남구,Nam-gu,230801,27082,160555,43164,18.7,69.56,11.73
2022,47111,남구,Nam-gu,227486,25923,156008,45555,20.03,68.58,11.4
2023,47111,남구,Nam-gu,226278,24846,153393,48039,21.23,67.79,10.98
2024,47111,남구,Nam-gu,220613,23354,146602,50657,22.96,66.45,10.59
2008,47113,북구,Buk-gu,254348,42706,186166,25476,10.02,73.19,16.79
2009,47113,북구,Buk-gu,256891,41673,188730,26488,10.31,73.47,16.22
2010,47113,북구,Buk-gu,260467,40587,192443,27437,10.53,73.88,15.58
2011,47113,북구,Buk-gu,264532,40237,195932,28363,10.72,74.07,15.21
2012,47113,북구,Buk-gu,267479,39603,198025,29851,11.16,74.03,14.81
2013,47113,북구,Buk-gu,269758,39217,199007,31534,11.69,73.77,14.54
2014,47113,북구,Buk-gu,271719,38612,199770,33337,12.27,73.52,14.21
2015,47113,북구,Buk-gu,273139,37555,200456,35128,12.86,73.39,13.75
2016,47113,북구,Buk-gu,272027,36702,198544,36781,13.52,72.99,13.49
2017,47113,북구,Buk-gu,271363,35980,196283,39100,14.41,72.33,13.26
2018,47113,북구,Buk-gu,270613,35364,194005,41244,15.24,71.69,13.07
2019,47113,북구,Buk-gu,271392,34983,192406,44003,16.21,70.9,12.89
2020,47113,북구,Buk-gu,272494,34658,190495,47341,17.37,69.91,12.72
2021,47113,북구,Buk-gu,273051,33710,189028,50313,18.43,69.23,12.35
2022,47113,북구,Buk-gu,269164,32283,183752,53129,19.74,68.27,11.99
2023,47113,북구,Buk-gu,266755,31055,179687,56013,21.0,67.36,11.64
2024,47113,북구,Buk-gu,270968,30808,180505,59655,22.02,66.61,11.37
